Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Alexandra,2020-11-20 16:41:12,00:00:53,Autoplayed: user action: None; ,The Game Changers_hook_04_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:53,00:00:53,SE (Sweden)
Alexandra,2020-11-20 16:40:57,00:00:13,Autoplayed: user action: None; ,About Time_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:13,Not latest view,SE (Sweden)
Alexandra,2020-11-20 16:40:41,00:00:13,Autoplayed: user action: None; ,THEPRINCESSSWITCHSA_CLIP_SUPPORTINGCHARACTER,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:13,00:00:13,SE (Sweden)
Alexandra,2020-11-20 16:40:35,00:00:04,Autoplayed: user action: None; ,V for Vendetta_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:04,00:00:04,SE (Sweden)
Alexandra,2020-11-20 16:40:02,00:00:25,Autoplayed: user action: None; ,"Trailer: Love, Guaranteed",TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:25,00:00:25,SE (Sweden)
Alexandra,2020-11-20 16:38:34,00:01:03,Autoplayed: user action: None; ,Arkansas_hook_02_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:01:03,00:01:03,SE (Sweden)
Alexandra,2020-11-20 16:38:20,00:00:03,Autoplayed: user action: None; ,Maniac: Limited Series: The Chosen One! (Episode 1),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:03,Not latest view,SE (Sweden)
Alexandra,2020-11-20 16:38:05,00:00:08,,Maniac: Limited Series: The Chosen One! (Episode 1),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:08,Not latest view,SE (Sweden)
Alexandra,2020-11-19 21:44:22,00:05:45,Autoplayed: user action: None; ,Master of None: Season 1: The Other Man (Episode 5),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:06:24,Not latest view,SE (Sweden)
Alexandra,2020-11-19 21:16:13,00:28:07,Autoplayed: user action: Unspecified; ,Master of None: Season 1: Indians on TV (Episode 4),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:28:36,00:28:36,SE (Sweden)
Alexandra,2020-11-19 20:45:38,00:30:18,Autoplayed: user action: Unspecified; ,Master of None: Season 1: Hot Ticket (Episode 3),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:30:50,00:30:50,SE (Sweden)
Alexandra,2020-11-19 14:55:05,00:03:48,Autoplayed: user action: Unspecified; ,Friends: Season 5: The One with the Yeti (Episode 6),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:04:28,Not latest view,SE (Sweden)
Alexandra,2020-11-19 14:42:51,00:12:12,,Friends: Season 5: The One with the Kips (Episode 5),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:08,00:22:08,SE (Sweden)
Alexandra,2020-11-19 11:12:18,00:09:34,Autoplayed: user action: Unspecified; ,Friends: Season 5: The One with the Kips (Episode 5),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:10:02,Not latest view,SE (Sweden)
Alexandra,2020-11-19 11:01:11,00:11:03,Autoplayed: user action: Unspecified; ,Friends: Season 5: The One Where Phoebe Hates PBS (Episode 4),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:07,00:22:07,SE (Sweden)
Alexandra,2020-11-18 21:02:24,00:00:04,Autoplayed: user action: None; ,Master of None: Season 1: Hot Ticket (Episode 3),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:10,Not latest view,SE (Sweden)
Alexandra,2020-11-18 20:36:09,00:26:14,Autoplayed: user action: Unspecified; ,Master of None: Season 1: Parents (Episode 2),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:26:44,00:26:44,SE (Sweden)
Alexandra,2020-11-18 20:08:08,00:26:56,,Master of None: Season 1: Plan B (Episode 1),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:26:56,00:26:56,SE (Sweden)
Alexandra,2020-11-18 20:07:22,00:00:42,,Season 1 Trailer: Unorthodox,TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:42,Not latest view,SE (Sweden)
Alexandra,2020-11-18 20:06:17,00:01:03,,Master of None: Season 2 (Trailer),TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:01:03,Not latest view,SE (Sweden)
Alexandra,2020-11-18 20:04:39,00:01:37,Autoplayed: user action: None; ,Workin' Moms: Season 1 (Trailer),TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:01:37,00:01:37,SE (Sweden)
Alexandra,2020-11-18 19:36:09,00:24:59,Autoplayed: user action: Unspecified; ,The Kominsky Method: Season 2: Chapter 16. A Thetan Arrives (Episode 8),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:25:05,00:25:05,SE (Sweden)
Alexandra,2020-11-18 13:09:04,00:10:26,Autoplayed: user action: Unspecified; ,Friends: Season 5: The One Where Phoebe Hates PBS (Episode 4),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:11:04,Not latest view,SE (Sweden)
Alexandra,2020-11-18 12:46:55,00:22:08,Autoplayed: user action: None; ,Friends: Season 5: The One Hundredth (Episode 3),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:08,00:22:08,SE (Sweden)
Alexandra,2020-11-18 12:25:35,00:21:17,Autoplayed: user action: Unspecified; ,Friends: Season 5: The One with All the Kissing (Episode 2),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:08,00:22:08,SE (Sweden)
Alexandra,2020-11-18 12:18:58,00:06:32,Autoplayed: user action: None; ,Friends: Season 5: The One After Ross Says Rachel (Episode 1),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:07,00:22:07,SE (Sweden)
Alexandra,2020-11-17 22:12:17,00:00:01,,The Kominsky Method: Season 2: Chapter 16. A Thetan Arrives (Episode 8),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:11,Not latest view,SE (Sweden)
Alexandra,2020-11-17 21:52:05,00:20:11,Autoplayed: user action: None; ,The Kominsky Method: Season 2: Chapter 15. A Hand Job Is Forgiven (Episode 7),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:20:21,00:20:21,SE (Sweden)
Alexandra,2020-11-17 21:27:37,00:24:16,Autoplayed: user action: Unspecified; ,"The Kominsky Method: Season 2: Chapter 14. A Secret Leaks, a Teacher Speaks (Episode 6)",,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:24:16,00:24:16,SE (Sweden)
Alexandra,2020-11-17 21:27:31,00:00:04,Autoplayed: user action: None; ,The Kominsky Method: Season 2 (Announcement),PREVIEW,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:04,00:00:04,SE (Sweden)
Alexandra,2020-11-17 19:27:34,00:15:37,Autoplayed: user action: None; ,Friends: Season 5: The One After Ross Says Rachel (Episode 1),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:15:37,Not latest view,SE (Sweden)
Alexandra,2020-11-17 19:07:11,00:20:21,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One with Ross's Wedding: Part 2 (Episode 24),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:21:36,00:21:36,SE (Sweden)
Alexandra,2020-11-17 19:06:07,00:00:57,,Friends: Season 4: The One with Ross's Wedding: Part 1 (Episode 23),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:07,00:22:07,SE (Sweden)
Alexandra,2020-11-17 12:33:47,00:20:11,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One with Ross's Wedding: Part 1 (Episode 23),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:20:51,Not latest view,SE (Sweden)
Alexandra,2020-11-17 12:12:13,00:21:25,,Friends: Season 4: The One with the Worst Best Man Ever (Episode 22),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:15,00:22:15,SE (Sweden)
Alexandra,2020-11-17 12:05:36,00:06:21,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One with the Invitation (Episode 21),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:11,00:22:11,SE (Sweden)
Alexandra,2020-11-17 11:43:51,00:21:42,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One with the Wedding Dresses (Episode 20),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:21:42,00:21:42,SE (Sweden)
Alexandra,2020-11-17 11:43:35,00:00:11,Autoplayed: user action: None; ,Friends: Season 4: The One with the Wedding Dresses (Episode 20),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:11,Not latest view,SE (Sweden)
Alexandra,2020-11-16 22:02:10,00:00:04,Autoplayed: user action: None; ,"The Kominsky Method: Season 2: Chapter 14. A Secret Leaks, a Teacher Speaks (Episode 6)",,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:14,Not latest view,SE (Sweden)
Alexandra,2020-11-16 21:37:57,00:24:12,Autoplayed: user action: None; ,The Kominsky Method: Season 2: Chapter 13. A Shenckman Equivocates (Episode 5),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:24:28,00:24:28,SE (Sweden)
Alexandra,2020-11-16 21:13:47,00:24:09,Autoplayed: user action: None; ,The Kominsky Method: Season 2: Chapter 12. A Libido Sits in the Fridge (Episode 4),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:24:19,00:24:19,SE (Sweden)
Alexandra,2020-11-16 20:43:22,00:27:56,Autoplayed: user action: Unspecified; ,The Kominsky Method: Season 2: Chapter 11. An Odd Couple Occurs (Episode 3),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:28:06,00:28:06,SE (Sweden)
Alexandra,2020-11-16 20:20:37,00:22:05,Autoplayed: user action: Unspecified; ,"The Kominsky Method: Season 2: Chapter 10. An Old Flame, an Old Wick (Episode 2)",,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:05,00:22:05,SE (Sweden)
Alexandra,2020-11-16 20:19:25,00:00:12,Autoplayed: user action: None; ,Friends: Season 4: The One with the Wedding Dresses (Episode 20),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:12,Not latest view,SE (Sweden)
Alexandra,2020-11-16 20:17:04,00:02:20,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One with All the Haste (Episode 19),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:08,00:22:08,SE (Sweden)
Alexandra,2020-11-16 19:57:38,00:19:13,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One with All the Haste (Episode 19),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:19:53,Not latest view,SE (Sweden)
Alexandra,2020-11-16 19:35:45,00:21:43,,Friends: Season 4: The One with Rachel's New Dress (Episode 18),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:07,00:22:07,SE (Sweden)
Alexandra,2020-11-16 19:14:19,00:21:24,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One with the Free Porn (Episode 17),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:04,00:22:04,SE (Sweden)
Alexandra,2020-11-16 18:52:50,00:21:28,,Friends: Season 4: The One with the Fake Party (Episode 16),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:08,00:22:08,SE (Sweden)
Alexandra,2020-11-16 18:30:42,00:22:06,,Friends: Season 4: The One with All the Rugby (Episode 15),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:06,00:22:06,SE (Sweden)
Alexandra,2020-11-16 12:23:10,00:21:32,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One with Joey's Dirty Day (Episode 14),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:06,00:22:06,SE (Sweden)
Alexandra,2020-11-16 12:01:02,00:22:07,Autoplayed: user action: None; ,Friends: Season 4: The One with Rachel's Crush (Episode 13),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:07,00:22:07,SE (Sweden)
Alexandra,2020-11-16 11:38:54,00:22:07,Autoplayed: user action: None; ,Friends: Season 4: The One with the Embryos (Episode 12),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:07,00:22:07,SE (Sweden)
Alexandra,2020-11-16 11:17:25,00:21:28,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One with Phoebe's Uterus (Episode 11),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:08,00:22:08,SE (Sweden)
Alexandra,2020-11-16 11:07:47,00:09:34,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One with the Girl from Poughkeepsie (Episode 10),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:08,00:22:08,SE (Sweden)
Alexandra,2020-11-15 21:56:46,00:00:01,Autoplayed: user action: None; ,"The Kominsky Method: Season 2: Chapter 10. An Old Flame, an Old Wick (Episode 2)",,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:11,Not latest view,SE (Sweden)
Alexandra,2020-11-15 21:30:32,00:24:00,Autoplayed: user action: Unspecified; ,The Kominsky Method: Season 2: Chapter 9. An Actor Forgets (Episode 1),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:24:10,00:24:10,SE (Sweden)
Alexandra,2020-11-15 21:04:51,00:23:44,Autoplayed: user action: None; ,The Kominsky Method: Season 1: Chapter 8. A Widow Approaches (Episode 8),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:23:53,00:23:53,SE (Sweden)
Alexandra,2020-11-15 20:39:30,00:25:20,Autoplayed: user action: None; ,The Kominsky Method: Season 1: Chapter 7. A String Is Attached (Episode 7),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:25:29,00:25:29,SE (Sweden)
Alexandra,2020-11-15 20:18:11,00:21:18,Autoplayed: user action: None; ,The Kominsky Method: Season 1: Chapter 6. A Daughter Detoxes (Episode 6),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:21:27,00:21:27,SE (Sweden)
Alexandra,2020-11-15 19:51:16,00:23:36,Autoplayed: user action: Unspecified; ,The Kominsky Method: Season 1: Chapter 5. An Agent Crowns (Episode 5),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:23:45,00:23:45,SE (Sweden)
Alexandra,2020-11-15 19:29:26,00:21:42,Autoplayed: user action: Unspecified; ,The Kominsky Method: Season 1: Chapter 4. A Kegel Squeaks (Episode 4),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:21:42,00:21:42,SE (Sweden)
Alexandra,2020-11-15 19:29:07,00:00:17,Autoplayed: user action: None; ,The Kominsky Method: Season 2 (Trailer),TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:17,00:00:17,SE (Sweden)
Alexandra,2020-11-13 22:06:34,00:01:18,,Dragged Across Concrete_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:01:18,00:01:18,SE (Sweden)
Alexandra,2020-11-13 22:05:06,00:01:26,,Nights in Rodanthe_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:01:26,00:01:26,SE (Sweden)
Alexandra,2020-11-13 22:03:33,00:01:32,Autoplayed: user action: None; ,Motherless Brooklyn_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:01:32,00:01:32,SE (Sweden)
Alexandra,2020-11-13 20:11:19,01:45:35,Autoplayed: user action: Unspecified; ,The Good Liar,,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,01:45:35,01:45:35,SE (Sweden)
Alexandra,2020-11-13 20:11:00,00:00:09,Autoplayed: user action: None; ,Silverado_hook_02_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:09,00:00:09,SE (Sweden)
Alexandra,2020-11-13 20:10:44,00:00:09,Autoplayed: user action: None; ,Trailer: The Devil All The Time,TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:09,00:00:09,SE (Sweden)
Alexandra,2020-11-13 20:10:22,00:00:15,Autoplayed: user action: None; ,The Man from U.N.C.L.E._hook_01_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:15,Not latest view,SE (Sweden)
Alexandra,2020-11-13 20:10:14,00:00:04,Autoplayed: user action: None; ,Mortal Engines_hook_03_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:04,00:00:04,SE (Sweden)
Alexandra,2020-11-13 20:09:26,00:00:38,Autoplayed: user action: None; ,Trailer: The Life Ahead,TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:38,00:00:38,SE (Sweden)
Alexandra,2020-11-13 20:09:04,00:00:08,Autoplayed: user action: None; ,Inside Man_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:08,00:00:08,SE (Sweden)
Alexandra,2020-11-13 20:07:53,00:00:57,Autoplayed: user action: None; ,The Good Liar_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:57,00:00:57,SE (Sweden)
Alexandra,2020-11-13 20:07:32,00:00:15,Autoplayed: user action: None; ,A Simple Favor_hook_03_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:15,00:00:15,SE (Sweden)
Alexandra,2020-11-13 20:06:48,00:00:11,Autoplayed: user action: None; ,Shot Caller_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:11,00:00:11,SE (Sweden)
Alexandra,2020-11-13 20:05:55,00:00:36,Autoplayed: user action: None; ,Trailer: The Trial of the Chicago 7,TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:36,00:00:36,SE (Sweden)
Alexandra,2020-11-13 20:05:41,00:00:07,Autoplayed: user action: None; ,Motherless Brooklyn_hook_01_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:07,00:00:07,SE (Sweden)
Alexandra,2020-11-13 20:05:25,00:00:06,Autoplayed: user action: None; ,Trailer: Rebecca,TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:06,Not latest view,SE (Sweden)
Alexandra,2020-11-13 20:05:04,00:00:06,Autoplayed: user action: None; ,What Women Want_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:06,00:00:06,SE (Sweden)
Alexandra,2020-11-13 20:04:50,00:00:11,Autoplayed: user action: None; ,Trailer: Jingle Jangle: A Christmas Journey,TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:11,00:00:11,SE (Sweden)
Alexandra,2020-11-13 20:04:28,00:00:04,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_03_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:04,00:00:04,SE (Sweden)
Alexandra,2020-11-13 20:04:17,00:00:05,Autoplayed: user action: None; ,Outlander: Season 2_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:05,Not latest view,SE (Sweden)
Alexandra,2020-11-13 20:03:30,00:00:43,Autoplayed: user action: None; ,Once Upon A Time: Season 1_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:43,Not latest view,SE (Sweden)
Alexandra,2020-11-13 20:03:07,00:00:17,Autoplayed: user action: None; ,Rita: Season 5 (Trailer),TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:17,00:00:17,SE (Sweden)
Alexandra,2020-11-13 20:02:32,00:00:17,Autoplayed: user action: None; ,The Blacklist: Season 1_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:17,Not latest view,SE (Sweden)
Alexandra,2020-11-13 20:01:46,00:00:42,Autoplayed: user action: None; ,Season 1 Direct Lift Hook: DASH & LILY,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:42,00:00:42,SE (Sweden)
Alexandra,2020-11-13 20:00:37,00:00:36,Autoplayed: user action: None; ,Season 1 Clip 2: Emily in Paris,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:36,00:00:36,SE (Sweden)
Alexandra,2020-11-13 19:58:59,00:01:34,Autoplayed: user action: None; ,Deadly Class: Season 1_hook_01_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:01:34,Not latest view,SE (Sweden)
Alexandra,2020-11-13 19:52:35,00:02:14,Autoplayed: user action: None; ,Season 1 Trailer: Love & Anarchy,TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:02:14,Not latest view,SE (Sweden)
Alexandra,2020-11-13 18:05:47,01:41:32,,Doomsday,,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,01:41:32,01:41:32,SE (Sweden)
Alexandra,2020-11-13 18:05:41,00:00:04,Autoplayed: user action: None; ,Doomsday_hook_02_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:04,00:00:04,SE (Sweden)
Alexandra,2020-11-13 18:05:34,00:00:05,Autoplayed: user action: None; ,Bumblebee_hook_05_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:05,00:00:05,SE (Sweden)
Alexandra,2020-11-13 18:04:57,00:00:31,Autoplayed: user action: None; ,The Purge: Anarchy_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:31,00:00:31,SE (Sweden)
Alexandra,2020-11-13 18:04:35,00:00:18,Autoplayed: user action: None; ,The Untouchables_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:18,00:00:18,SE (Sweden)
Alexandra,2020-11-13 18:04:22,00:00:05,Autoplayed: user action: None; ,Bright (Trailer),TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:05,Not latest view,SE (Sweden)
Alexandra,2020-11-13 18:03:55,00:00:11,Autoplayed: user action: None; ,Wanted_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:11,00:00:11,SE (Sweden)
Alexandra,2020-11-13 18:03:42,00:00:06,Autoplayed: user action: None; ,Safe House_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:06,Not latest view,SE (Sweden)
Alexandra,2020-11-13 18:03:32,00:00:07,Autoplayed: user action: None; ,Salt_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:07,00:00:07,SE (Sweden)
Alexandra,2020-11-13 18:02:52,00:00:31,Autoplayed: user action: None; ,Spectral (Trailer),TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:31,Not latest view,SE (Sweden)
Alexandra,2020-11-13 18:02:37,00:00:07,Autoplayed: user action: None; ,The Divergent Series: Allegiant_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:07,Not latest view,SE (Sweden)
Alexandra,2020-11-13 18:02:16,00:00:13,Autoplayed: user action: None; ,How It Ends (Trailer),TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:13,00:00:13,SE (Sweden)
Alexandra,2020-11-13 18:02:05,00:00:06,Autoplayed: user action: None; ,Killer Elite_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:06,00:00:06,SE (Sweden)
Alexandra,2020-11-13 18:01:36,00:00:26,Autoplayed: user action: None; ,The Quick and the Dead_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:26,00:00:26,SE (Sweden)
Alexandra,2020-11-13 18:01:16,00:00:17,Autoplayed: user action: None; ,London Has Fallen_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:17,Not latest view,SE (Sweden)
Alexandra,2020-11-13 18:01:01,00:00:09,Autoplayed: user action: None; ,Shaft (Trailer),TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:09,Not latest view,SE (Sweden)
Alexandra,2020-11-13 18:00:10,00:00:41,Autoplayed: user action: None; ,The Hurt Locker_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:41,00:00:41,SE (Sweden)
Alexandra,2020-11-13 17:58:43,00:01:12,Autoplayed: user action: None; ,Doomsday_hook_02_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:01:12,Not latest view,SE (Sweden)
Alexandra,2020-11-13 17:58:04,00:00:33,Autoplayed: user action: None; ,Bright (Trailer),TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:33,Not latest view,SE (Sweden)
Alexandra,2020-11-13 17:57:52,00:00:07,Autoplayed: user action: None; ,Mission: Impossible - Rogue Nation_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:07,00:00:07,SE (Sweden)
Alexandra,2020-11-13 17:57:28,00:00:21,Autoplayed: user action: None; ,Now You See Me 2_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:21,Not latest view,SE (Sweden)
Alexandra,2020-11-13 17:56:42,00:00:38,Autoplayed: user action: None; ,The Last Witch Hunter_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:38,Not latest view,SE (Sweden)
Alexandra,2020-11-13 17:56:31,00:00:08,Autoplayed: user action: None; ,Hunter Killer_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:08,00:00:08,SE (Sweden)
Alexandra,2020-11-13 17:56:21,00:00:05,Autoplayed: user action: None; ,Jupiter Ascending_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:05,00:00:05,SE (Sweden)
Alexandra,2020-11-13 17:55:54,00:00:23,Autoplayed: user action: None; ,Serenity_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:23,Not latest view,SE (Sweden)
Alexandra,2020-11-13 17:55:40,00:00:06,Autoplayed: user action: None; ,Oblivion_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:06,00:00:06,SE (Sweden)
Alexandra,2020-11-13 17:55:12,00:00:25,Autoplayed: user action: None; ,Lucy_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:25,Not latest view,SE (Sweden)
Alexandra,2020-11-13 17:55:03,00:00:04,Autoplayed: user action: None; ,Trailer: Jingle Jangle: A Christmas Journey,TRAILER,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:00:04,Not latest view,SE (Sweden)
Alexandra,2020-11-13 13:24:47,00:11:58,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One with the Girl from Poughkeepsie (Episode 10),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:12:36,Not latest view,SE (Sweden)
Alexandra,2020-11-13 13:03:19,00:21:27,Autoplayed: user action: Unspecified; ,Friends: Season 4: The One Where They're Going to Party (Episode 9),,Samsung CE 2020 Nike-L UHD TV (2G) Smart TV,00:22:07,00:22:07,SE (Sweden)
